	latitude	longitude	depth	depthWater	temperature.in.situ	conductivity	salinity	temperature.Wat.Pot	density	oxygen	nitrate	chlorophyllA	chlorophyllA.Wat.Samples	ang.Scat.Coef.470	opt.Back.Scat.Coef.470	back.Scat.Coef.Part	fCDOM	opt.Beam.Att.Coef.660	beam.Att.Coef.Part	PAR.in.situ	PAR.8days.KdPAR1	moon.Phase.Proportion	sea.Ice.Concentration	sea.Ice.Free.Period	sunshine.Duration	PAR.8days.AMODIS	SSTgradientHorizontaSDL	SSTgradient.AMODIS.8D	phi.sat	fCDOM.AMODIS	chlorophyllA.GSM.GlobColour	NPP.VGPM.8days	TSM.8D	POC.8D	PIC.8D	residence.Time	diffuse.Att.Coef.490	part.Back.Scat.Coef.443	CDM.absorption.coef.443	depth.Euph.layer	MDL.Temp	MDL.sigmatheta	DCM	depth.Max.Brunt.Vaisala.Freq	depth.Max.O2	depth.Min.O2	depth.Nitracline	NO2	PO4	NO3.NO2	SiOH4	flux1km24h	flux2km24h
S132DCM	31.5026504065041	-159.06114796748	115	114.776406910569	15.3195841869919	42.6144981869919	34.3950101626016	15.3019946341463	25.4386804471545	222.99452398374	-0.46671818699187	0.0826009756097561	0.231493032520325	0.000181089430894309	0.000357715447154472	0.00201871544715447	1.91175623577236	0.0495682926829268	0.0359882926829268	NA	0.0150790406504065	0.631056910569106	0	365	705.178861788618	42.1389587642276	0.928794552845528	25.2925904268293	1.612368867	NA	0.0530091927394392	241.487	0.0404006224731362	28.1831458254558	0.000148035416167089	0	0.0279752845528455	0.00110103973903034	0.0064020239070391	104.774516811216	46.739837398374	47.3414634146341	108.016260162602	57.650406504065	52.5365853658537	217.943089430894	163.731707317073	0.0420535714285714	0.143928571428571	0.208928571428571	4.53125	0.193241	0.193241
S132MES	31.5282267605634	-159.020221126761	550.492957746479	550.356267873239	6.62620643661972	34.2779970985916	33.9913238450704	6.57538997183099	26.6815122394366	131.713819549296	28.3586251267606	-0.00456338028169014	0	0.000150901408450704	0.00014730985915493	0.00184540845070423	3.06666833802817	0.01401	0.000431	NA	0	0.64	0	365	705	41.85965	0.835542394366197	25.2173970017606	1.612368867	NA	0.0530751148684764	252.207	0.0397002856496354	28.3867552985608	0.000153814151417464	0	0.030299	0.00114762247540057	0.00616961806474752	104.615076038199	45.5070422535211	46.5070422535211	112.802816901408	55.6056338028169	55.4084507042254	645.605633802817	135.619718309859	0	1.22	17.5	22.34	0.134671388888889	0.134671388888889
S132SUR	31.5073149606299	-159.027782677165	4.96062992125984	6.57272716535433	25.1645756299213	53.5025352440945	35.1902616535433	25.1632651574803	23.4349298818898	197.723847244094	-0.00598213385826772	-0.00289700787401575	0.0107080157480315	0.000185944881889764	0.000396622047244094	0.00204662204724409	1.39709786614173	0.0522691102362205	0.0386891102362205	NA	26.3267866141732	0.54	0	365	707	42.124640992126	0.604298095238095	25.3665209251969	1.612368867	NA	0.0584303406543853	252.207	0.0446711991304957	29.7624835292185	0.000152034200620232	0	0.0280944015748032	0.00111641459337501	0.00682740539906356	102.217217663142	45.7619047619048	46.2857142857143	109.380952380952	56.2857142857143	53.8095238095238	791.238095238095	805.47619047619	0	0.01	0	2.43	0.163282377777778	0.175408486772487
S132ZZZ	31.5134384615385	-159.030446153846	201.238095238095	196.147811842105	15.831977	43.4512961052632	34.5103221578947	15.8075037631579	25.2478489210526	207.221816657895	6.50229334210526	0.00684947368421053	0.0305874473684211	0.0001705	0.000284684210526316	0.00195336842105263	1.92618478947368	0.0359928947368421	0.0224136578947368	NA	1.37435821212121	0.570769230769231	0	365	706.384615384615	42.3546906153846	0.733713333333333	25.3817111184211	1.612368867	NA	0.0577924509938711	NA	0.0430849398940038	29.4601473686023	0.000153276857208066	0	0.0269476923076923	0.00112523397024816	0.00673237263869781	102.590038788624	46.8461538461538	47.1538461538462	108.846153846154	57.3333333333333	54.4615384615385	682.358974358974	619.717948717949	NA	NA	NA	NA	0.19604893236715	0.194513439814815
S133DCM	35.399576	-127.7517024	45	45.2216	13.874505	39.908694	33.208145	13.86807	24.82737	236.1591	1.185394	0.47004	0.790123	0.000356	0.00146	0.003115	2.683702	0.209146	0.15965	NA	0.271646856	0.6036	0	365	672.008	26.225208928	1.02745744	19.10815018	1.3382859663	NA	0.248045806050301	662.276	0.20423075735569	68.7459881591797	0.000328378025442362	41.555556	0.053168	0.00208522928599268	0.0203981494009495	60.2265000610352	10.192	11	33.344	38.576	29.768	530.384	95	0.216052631578947	0.529473684210526	2.45789473684211	3.17578947368421	4.525933	4.09225266903073
S133MES	35.2698	-127.727095774648	650.492957746479	650.098758422535	4.91727653521127	33.099774	34.3337401549296	4.86493966197183	27.1625538873239	9.46318485915493	43.5873227887324	-0.0032830985915493	0	0.000158802816901408	9.30140845070422e-05	0.00180611267605634	3.75966526760563	0.0539484929577465	0.00267939436619718	NA	0	0.57	0	365	672	26.356316	0.36992	19.1676325	1.3382859663	NA	0.224537700414658	700.219	0.197865501046181	65.0345840454102	0.000298098020721227	41.555556	0.050756	0.00189777906052768	0.0199103876948357	62.4698104858398	13	13	38	42	33	656	49	0	3.29	44.2	113.32	1.83474311111111	1.83474311111111
S133SUR	35.384375	-127.74223359375	5	6.34563046875	19.27023171875	44.8783045703125	33.0922477734375	19.26926203125	23.495527578125	223.193048828125	-0.8375305859375	0.02868	0.105079	0.0003216484375	0.001221	0.002859	1.804957109375	0.15199859375	0.103188703125	NA	13.979363625	0.67	0	365	674	26.337482	0.87662	19.11296125	1.3382859663	NA	0.245811136672274	662.276	0.206325742241461	67.5744454562664	0.000327401381241543	41.555556	0.053168	0.00207254742963414	0.0200856735827983	60.4184872955084	11	11	39	41	33	532	95	0	0.29	0	1.91	3.02503389814815	3.02503389814815
S133ZZZ	35.3854023255814	-127.743579069767	160.333333333333	168.7746875	10.8068802380952	37.5910643571429	33.6291204761905	10.7904741666667	25.6673817380952	147.501658928571	18.539382952381	0.089115	0.186875214285714	0.000246619047619048	0.000704119047619048	0.00238009523809524	2.86797454761905	0.107865785714286	0.058798	NA	0.47544745	0.632790697674419	0	365	673.255813953488	26.2743126046512	0.852609069767442	19.1180469476744	1.3382859663	NA	0.245153522768686	NA	0.205949830107911	67.6304043614587	0.00032728144812376	41.555556	0.053168	0.0020702458311652	0.0200774854179039	60.4701441831367	12.1627906976744	12.6511627906977	37.9302325581395	41.7209302325581	33.1627906976744	583.813953488372	78.4883720930233	NA	NA	NA	NA	3.5363291965812	3.17618846759259
S134SUR	32.7368283950617	-121.999325925926	5	6.4908	17.46236	43.585026	33.468295	17.461285	24.22939	226.8945	-0.817486	0.14736	0.348916	0.000331	0.001278	0.002925	2.173314	0.188062	0.125806	NA	8.97867002469136	0.25	0	365	671	19.3750141604938	0.133744938271605	13.5920302685185	0.9946639683	NA	0.261407554149628	NA	0.212941077351571	NA	NA	47.527778	NA	0.00283799227327108	0.0143565181642771	58.8094139099121	31.037037037037	31.037037037037	13.1975308641975	41.037037037037	13.0123456790123	630.864197530864	38.9753086419753	0.02	0.29	0	1.23	2.66906	2.05734076119403
S134ZZZ	32.6442764705882	-121.984705882353	191.363636363636	200.878483823529	11.0310624705882	37.9955533529412	33.8062069411765	11.0120360588235	25.74991	128.173823529412	19.2040617647059	0.0795194117647059	0.183336705882353	0.000248647058823529	0.000709058823529412	0.00238547058823529	2.98784023529412	0.115552352941176	0.0533949411764706	NA	0.505320588235294	0.25	0	365	671	18.8618624117647	0.531751764705882	13.1172385441176	0.9946639683	NA	0.261407554149628	NA	0.171962860226631	NA	NA	47.527778	NA	0.00283799227327108	0.0143565181642771	58.8094139099121	33.1176470588235	33.1176470588235	24.2941176470588	43.1176470588235	13.7058823529412	623.235294117647	37.5882352941176	NA	NA	NA	NA	4.14760217171717	4.14760217171717
S135DCM	32.9641294573643	-121.846634883721	31.0077519379845	31.298492248062	16.0886586434109	42.2327799069767	33.4163931782946	16.0838023643411	24.5038822868217	224.550744573643	0.417131015503876	0.198408837209302	0.430426992248062	0.000392527131782946	0.00166902325581395	0.00331861240310078	2.44375504651163	0.194161449612403	0.123189271317829	NA	0.526536480620155	0.127131782945736	0	365	668.178294573643	22.599884620155	1.46243333333333	14.9741704593023	0.9567318544	NA	0.392763029573099	NA	0.250489327705131	94.6868754692797	0.000337980383949987	41.666667	0.0668015283018868	0.00194799603635164	0.0394538010488142	50.0049655482454	17.906976744186	29.6976744186047	30.2015503875969	42.6976744186046	13.1007751937984	516.744186046512	91.4108527131783	0.226228070175439	0.456578947368421	2.21315789473684	2.2080701754386	4.91840347589098	4.91002321885522
S135MES	33.0339	-121.8782	650.486111111111	650.090459791667	5.24659790277778	33.4102812361111	34.3538545138889	5.19259602777778	27.1405811805556	10.1951979166667	41.1531302777778	0	0	0.000176902777777778	0.000154013888888889	0.00186501388888889	3.74722765277778	0.0764195833333333	0.00316826388888889	NA	0	0.08	0	365	667	28.617235	0.69243	17.7845395	0.9567318544	NA	0.389101713895798	NA	0.235785812139511	93.175853729248	0.000327257293974981	41.666667	0.066039	0.0019133102032356	0.0380925089120865	50.3925609588623	10	11	20	6	14	746	48	0.01	3.3	44	109.69	NA	2.72818877777778
S135SUR	33.0043085271318	-121.777297674419	5	6.4304992248062	17.3551834883721	43.462857255814	33.4512327131783	17.3541154263566	24.2412327906977	227.88396124031	-0.680772023255814	0.135542325581395	0.32692684496124	0.000328426356589147	0.0012497984496124	0.0028967984496124	2.16427057364341	0.190370131782946	0.125249589147287	NA	8.11636988372093	0.16	0	365	668.860465116279	17.8998427209302	0.896439534883721	13.081467625	0.9567318544	NA	NA	NA	NA	NA	NA	41.666667	NA	NA	NA	NA	29.6899224806202	30.1627906976744	32.5271317829457	42.1085271317829	14	626.511627906977	291.255813953488	0.01	0.28	0	1.22	3.77645580526919	3.8195934459596
S135ZZZ	33.0101631578947	-121.792502631579	166.842105263158	179.424865891892	10.7254561621622	37.6608817837838	33.7782874864865	10.7078379189189	25.8011479459459	129.240184459459	19.7141494864865	0.0620578378378378	0.151898783783784	0.000245081081081081	0.00066072972972973	0.00233745945945946	2.98464059459459	0.113137621621622	0.045415	NA	0.394492166666667	0.132631578947368	0	365	668.236842105263	21.7017009473684	1.08457631578947	14.7390678486842	0.9567318544	NA	0.391585542605474	NA	0.250545514890781	94.0169710012583	0.000329757486514819	41.666667	0.0667455384615385	0.00191702305948218	0.0396712025484214	50.1069374084473	26.1315789473684	29.3684210526316	31.8684210526316	41.7894736842105	13.7894736842105	588.131578947368	304.447368421053	NA	NA	NA	NA	4.31909284375	4.34417923423423
S136DCM	17.0497	-118.9034	50	50.18725	21.434963	48.657333	34.419588	21.425175	23.928638	139.515625	3.44038	0.231	0.479001	0.000264	0.000889	0.002537	2.258872	0.160515	0.086686	NA	0.219886	0.31	0	365	672	36.19115	0.81223	24.7021555	2.1710185972	NA	0.178027845919132	NA	0.109802879393101	56.4698104858398	0.000141580072522629	44.027778	0.045838	0.00114959705388173	0.0166631657630205	68.5174713134766	17	44	47	57	13	244	53	NA	NA	NA	NA	0.116676	0.116676
S136SUR	17.0668949579832	-118.897980672269	5	6.50875	24.612275	52.032523	34.524725	24.61095	23.0995	201.518375	-0.403996	0.06435	0.188879	0.00025	0.000789	0.002433	1.639171	0.150442	0.076614	NA	18.1537216302521	0.31	0	365	671.478991596639	35.2130049159664	0.39301781512605	24.6422076722689	2.1710185972	NA	0.186720336122172	NA	0.114539767513756	57.7131271843149	0.000142956745029161	44.027778	0.0494556218487395	0.00115448778726066	0.0174639047428715	67.342606360171	20.781512605042	43.3697478991597	47	55.109243697479	13	323.411764705882	49.8487394957983	0.01	0.31	0.2	1.8	0.199575244949495	0.204049844884488
S136ZZZ	17.0471206896552	-118.906920689655	183.095238095238	151.743745535714	14.79970325	42.3337621428571	34.4983081071429	14.7805983214286	25.5027106071429	61.9154151785714	17.1740663214286	0.0576964285714286	0.148524392857143	0.000198107142857143	0.000432535714285714	0.00210060714285714	2.81255039285714	0.114504357142857	0.0406756428571429	NA	0.440147884615385	0.31	0	365	671.827586206897	35.9321972413793	0.582867931034483	24.6610207155172	2.1710185972	NA	0.181109421725931	NA	0.112717400465546	56.8164353863946	0.000143023397209492	44.027778	0.046795724137931	0.0011495266647624	0.0168372257452073	68.0913852823192	19.0689655172414	43.6551724137931	47	55.9655172413793	13	287.448275862069	51.2758620689655	NA	NA	NA	NA	0.144691105820106	0.144691105820106
S137DCM	14.1894915966387	-116.688234453782	72.3109243697479	72.342431512605	16.951573487395	44.390586815126	34.5273518697479	16.9406034033613	25.1075622268908	66.5552430672269	15.0084362058824	0.221412605042017	0.441681659663866	0.000268075630252101	0.000917626050420168	0.00257673109243697	2.7293240210084	0.160395789915966	0.0841613319327731	NA	0.304981726890756	0.552016806722689	0	365	680.579831932773	40.8233268655462	0.637189831932773	26.0952021470588	2.766736421	1.7042	0.287472065005984	455.515	0.130931149416861	71.3402382659912	0.000296935763132448	0	0.0585475507246377	0.00162526852981492	0.0194950228353508	56.9542215170981	22.7899159663866	29.0504201680672	36.6302521008403	40.2605042016807	15.4201680672269	264.823529411765	43.1260504201681	0.31	0.88	6	4.66	0.34776056763285	0.3951494425
S137MES	14.2025	-116.6433	375.450704225352	375.38991543662	8.88105009859155	36.8122091267606	34.5878253521127	8.84010632394366	26.8211397887324	0.831510070422535	35.1263931830986	0	0	0.000148	7.7e-05	0.00176811267605634	3.3905475915493	0.0831369154929577	0.00690191549295775	NA	0	0.61	0	365	680	41.393326	0.3853	25.800958	2.766736421	1.3698	0.278171345591545	455.515	0.135846577584743	67.8556594848633	0.000261073146248236	0	NA	0.0015123175107874	0.0183712299913168	57.5109386444092	22	28	37	40	14	351	40	0.01	2.95	34.6	46.62	0.349598333333333	0.349598333333333
S137SUR	14.1957846153846	-116.64815	5	6.3527	26.478605	53.022237	33.84798	26.477325	22.01524	195.77195	3.740793	0.12756	0.30532	0.000283	0.001028	0.002665	1.755806	0.175867	0.099633	NA	21.0373350923077	0.51	0	365	681	41.1135796307692	0.454988	26.3441985653846	2.766736421	NA	0.254034502116534	457.785	0.124317665570057	67.4506145477295	0.000277248837944801	0	0.0558534923076923	0.00165945844312843	0.0186131418754275	60.0219725682186	21.8	28.6	35.2	39	14.2	460.4	42	0.07	0.46	2.4	2.54	0.968877373188406	0.952339144949495
S137ZZZ	14.1692625	-116.7084775	195.058823529412	177.988488605263	14.4849856842105	42.0216951315789	34.4830198947368	14.4639063421053	25.5525243684211	42.204659	23.1708648684211	0.0727278947368421	0.169497947368421	0.000210210526315789	0.000517684210526316	0.002187	2.91979657894737	0.123612105263158	0.0473776052631579	NA	0.391108078947368	0.58025	0	365	680.5	40.6739408	0.60914175	26.06680815625	2.766736421	NA	0.278525295294821	NA	0.129935608897358	72.7861068725586	0.000302728969594076	0	0.0615807272727273	0.00158316616871161	0.019272058934439	57.7962135791779	18.325	25.7	33	37.125	14	471.775	43.675	NA	NA	NA	NA	0.446154783950617	0.471960388888889
S138DCM	6.3347626984127	-102.992092063492	60	60.1054547619048	17.6112069047619	45.1518325476191	34.6564803571429	17.6010407142857	25.10599	45.0695119047619	25.001388452381	0.14332	0.342083380952381	0.000202595238095238	0.000437666666666667	0.00209252380952381	2.38343016666667	0.131133785714286	0.0497024047619048	NA	NA	0.990952380952381	0	365	706	36.8913999365079	0.196683333333333	27.0516962142857	2.1277109552	NA	0.0902761975746779	234.6485	0.0575081690525015	35.3810043334961	0.000200332804524805	0	NA	0.00115559825817832	0.0093890454967521	87.6639808473133	25.6904761904762	42.5714285714286	50.1904761904762	53.2857142857143	14.1666666666667	170.428571428571	49.5	0.682017543859649	1.11456140350877	12.9289473684211	8.24728070175439	1.36947461111111	1.76424497777778
S138MES	6.35604444444444	-103.060166666667	450.888888888889	450.330708333333	8.14156066666667	36.1811176666667	34.608585	8.09469633333333	26.9523647777778	1.00897966666667	36.7539043333333	0	0	0.00015	7.7e-05	0.001773	3.44110044444444	0.0928197777777778	0.0113827777777778	NA	NA	0.99	0	365	705	41.912773	0.17526	27.108766	2.1277109552	NA	NA	229.806	0.0679654907435179	NA	NA	0	NA	NA	NA	NA	21	38	45	49	15	482	49	0.01	3.16	36.2	52.92	0.782391111111111	1.26669672222222
S138SUR	6.3304	-102.947333043478	5	6.3047	26.605515	52.694447	33.52041	26.604045	21.72899	196.2029	0.803918	0.00588	0.030171	0.000222	0.000574	0.002208	1.444322	0.123068	0.04169	NA	NA	1	0	365	706	32.1707958869565	0.283019652173913	26.370256	2.1277109552	2.25678	NA	234.775	0.0368056744337082	NA	NA	0	NA	NA	NA	NA	28.4086956521739	44.3391304347826	54.6695652173913	55.0173913043478	14.3217391304348	364.04347826087	60.695652173913	0	0.16	0	1.19	1.83943933333333	1.76587963768116
S138ZZZ	6.32460784313725	-102.97861372549	112.727272727273	113.492114795918	19.206281122449	46.3574882653061	34.2678595510204	19.191010122449	24.213562122449	100.489616653061	16.3844218979592	0.0265344897959184	0.0807348979591837	0.000194	0.000382612244897959	0.00203763265306122	2.18503420408163	0.114383387755102	0.032996	NA	0.228958	0.992156862745098	0	365	705.803921568627	33.7018656078431	0.189543431372549	26.4291070340909	2.1277109552	NA	0.0867960199036381	NA	0.0514435610207527	35.3810043334961	0.000200332804524805	0	NA	0.0013683691107541	0.00795084645505994	88.9537669095127	20.1176470588235	42.9803921568627	53.156862745098	52.5686274509804	15.5294117647059	271.058823529412	56.2352941176471	NA	NA	NA	NA	1.48078204532164	1.44309904137116
S139DCM	6.4815	-95.0223	20	20.249667	23.694075	50.156295	33.8288	23.689717	22.833658	123.021583	5.409808	0.3602	0.658362	0.000408	0.001865	0.003502	2.139904	0.250945	0.171959	NA	NA	0.77	0	365	705	24.82828	0.20345	26.7276805	2.8111318557	NA	NA	NA	NA	NA	NA	13.861111	NA	NA	NA	NA	15	17	21	26	14	194	27	NA	NA	NA	NA	1.533308	1.533308
S139SUR	6.49179104477612	-94.9797246268657	4.96268656716418	6.31875	26.396617	52.041011	33.205433	26.394292	21.557358	183.942	2.969288	0.2418	0.493765	0.000378	0.001655	0.003287	1.908432	0.233613	0.154627	NA	NA	0.77	0	365	705	24.82828	0.153327443609023	26.6847701902985	2.8111318557	NA	NA	NA	NA	NA	NA	13.861111	NA	NA	NA	NA	17.0300751879699	19.0300751879699	21.6766917293233	23.2932330827068	13.3233082706767	359.112781954887	23.6165413533835	0.1	0.53	4.1	3.17	1.6009767979798	1.85633075262055
S139ZZZ	6.483425	-95.0126035714286	179.904761904762	145.912580185185	13.9242419259259	41.588169037037	34.6467745925926	13.9058755555556	25.8626021851852	42.6974228518519	26.0986055925926	0.0797351851851852	0.172543592592593	0.00021162962962963	0.000505592592592593	0.0021777037037037	2.67919325925926	0.124795296296296	0.0458348148148148	NA	0	0.77	0	365	705	25.1819180714286	0.174351071428571	26.7014075714286	2.8111318557	NA	NA	NA	NA	NA	NA	13.861111	NA	NA	NA	NA	16.1785714285714	18.1785714285714	21.3928571428571	24.4285714285714	13.6071428571429	289.857142857143	25.0357142857143	NA	NA	NA	NA	1.7105358042328	1.70247999494949
S140DCM	7.4194	-79.3187	25	25.321	26.350925	49.957189	31.741725	26.34525	20.470637	170.74175	-1.539948	0.2346	0.484591	0.000285	0.000909	0.002527	2.14918	0.213181	0.132276	NA	1.936257	0.14	0	365	702	29.524897	0.26871	26.72302	1.7740393033	NA	0.235463790595531	NA	0.114067308604717	69.543285369873	0.000347220426192507	2	0.0595	0.00198985816678032	0.0175218302756548	61.3281135559082	11	25	22	36	13	222	39	NA	NA	NA	NA	4.09423822222222	5.14776133333333
S140SUR	7.41512741935484	-79.3079008064516	5	6.49	26.555663	46.198533	28.922675	26.554212	18.28625	205.411	-2.199321	0.01305	0.061954	0.000338	0.001272	0.002864	1.782691	0.191843	0.110938	NA	14.686458	0.14	0	365	702	29.524897	0.443199919354839	26.6487734137931	1.7740393033	NA	0.240689449973644	346.295	0.114199236606158	69.9890339759088	0.000346466906898234	2	0.0595	0.00191845637821262	0.0177023020768238	60.815556526184	11	25.6854838709677	22.6854838709677	40.1129032258064	13.6854838709677	316.596774193548	47.9112903225806	0	0.08	0	0.54	5.53858442293907	5.57256903942652
S140ZZZ	7.41864285714286	-79.3159142857143	181.857142857143	147.704328703704	15.4361684814815	42.5320397037037	34.2696281481481	15.4166592222222	25.2273323703704	39.600212962963	23.6632344444444	0.0224833333333333	0.0751066666666667	0.000230074074074074	0.000528777777777778	0.00219333333333333	2.60547455555556	0.120192666666667	0.0392877407407407	NA	0.51074824	0.14	0	365	702	29.524897	0.350529642857143	26.7048958333333	1.7740393033	NA	0.237097358064992	NA	0.114108549963151	69.6826286315918	0.00034698487226186	2	0.0595	0.00196753760766504	0.0175782466706421	61.1678856440953	11	25.3214285714286	22.3214285714286	37.9285714285714	13.3214285714286	266.357142857143	43.1785714285714	NA	NA	NA	NA	4.47049647619048	4.92200638095238
S141DCM	9.8374	-80.0842	40	39.99725	27.085875	56.406841	35.811287	27.076612	23.300725	185.962875	-0.934274	0.0441	0.147838	0.000276	0.000829	0.002483	1.651945	0.163725	0.062422	NA	3.683665	0.33	0	365	694	38.52951	0.24393	27.156805	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	14	44	44	3	14	316	317	NA	NA	NA	NA	16.0585046666667	16.0585046666667
S141SUR	9.84560481927711	-80.0612506024096	4.87951807228916	6.409375	27.1673	55.076186	34.80515	27.1659	22.518037	195.502875	-1.139813	0.0183	0.076069	0.000367	0.001458	0.003103	1.82175	0.194166	0.092864	NA	26.449726	0.33	0	365	694	41.6106543614458	0.27500987654321	27.0969841851852	NA	NA	NA	227.9515	NA	NA	NA	0	NA	NA	NA	NA	10.9876543209877	36.4691358024691	39.4814814814815	50.4444444444444	13.2469135802469	445.530864197531	807.259259259259	0	0.01	0	2.93	17.8789335757576	17.8789335757576
S141ZZZ	9.83980384615385	-80.0751269230769	187.571428571429	160.64759	20.43081456	49.75280128	35.94324244	20.405517	25.24797792	150.83364	6.66151396	0.008208	0.03732988	0.00024488	0.00061416	0.00228164	2.09200596	0.1335474	0.03224364	NA	3.27764185714286	0.33	0	365	694	39.4402471153846	0.259803076923077	27.1357638076923	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	12.4615384615385	40.1538461538462	41.6923076923077	27.2307692307692	13.6153846153846	382.153846153846	567.384615384615	NA	NA	NA	NA	16.5882591111111	16.5034984
S142DCM	25.5985246031746	-88.441853968254	125	124.67075	24.961605	54.669538	36.17927	24.934375	24.25287	193.38225	-0.515804	0.04578	0.15214	0.000219	0.000478	0.002137	1.681699	0.133736	0.046481	NA	0.0006565	1	0	365	638.357142857143	30.3616636904762	0.274669047619048	24.633682	1.1490074256	NA	0.157136494205112	323.202	0.194458880535667	53.2517681575957	9.61456507144567e-05	25.75	NA	0.000827969165541054	0.017680952436335	72.0627253396171	144.571428571429	145.571428571429	41.9047619047619	154.571428571429	13.9047619047619	243.190476190476	383.285714285714	0.0183333333333333	0.0216666666666667	0.1	1.17666666666667	4.12435114336918	3.9677643530466
S142MES	25.6203101449275	-88.4480579710145	640.724637681159	640.395514449275	9.72250868115942	38.2745898405797	35.1636801449275	9.64709013043478	27.1399382318841	108.244928884058	30.9738900869565	-0.00264782608695652	0	0.000164347826086957	0.000112014492753623	0.00180401449275362	2.63633073913043	0.0853312898550725	0.00212753623188406	NA	0	0.980579710144928	0	365	639	30.5435962173913	0.263158405797101	24.5670815326087	1.1490074256	NA	0.156308130293653	328.027	0.192066138961177	53.3472601019818	9.60179100018096e-05	25.75	NA	0.000808547490927647	0.0177591333327734	72.2016520292863	145.144927536232	147.115942028986	35.4347826086956	156.115942028986	13.9710144927536	652.608695652174	746.811594202899	0	1.22	20.2	8.62	3.81185142431562	3.81185142431562
S142SUR	25.5365171641791	-88.3982164179104	4.96268656716418	6.42905746268657	24.9846301492537	54.6399740597015	36.1774032835821	24.9829366044776	24.2364962686567	195.541854477612	-0.8184295	0.0543931343283582	0.17156797761194	0.000224925373134328	0.000517365671641791	0.00217636567164179	1.60450797761194	0.156305179104478	0.0687663731343284	NA	17.3671401940299	0.999626865671642	0	365	638.955223880597	30.4116812835821	0.301333533834586	25.2862135335821	1.1490074256	NA	0.158646763093881	320.2775	0.190996493921796	52.9214278548511	9.244287380781e-05	25.75	0.042269	0.00085502033796919	0.0175365969267632	71.8806842120726	150.451127819549	151.451127819549	114.706766917293	160.451127819549	86.2706766917293	606.451127819549	975	0.02	0	0	1.22	5.3558472654321	5.3458592191358
S142ZZZ	25.5282133333333	-88.3843616666667	635.621621621622	448.93038512069	16.752478862069	46.3008283793103	35.9594009827586	16.6964837586207	26.1340996551724	155.310226293103	9.0549677755102	0.0103603448275862	0.042912724137931	0.0001805	0.000205637931034483	0.00188574137931034	2.30409244827586	0.115072482758621	0.0170973103448276	NA	0.05223312	0.992833333333333	0	365	638.616666666667	30.95683125	0.279936666666667	25.1352264875	1.1490074256	NA	0.160131237159173	NA	0.19343719035387	52.239909807841	0.000101302224720712	25.75	0.042269	0.000912263435020578	0.0167785523692146	71.4242581049601	155	156.083333333333	73.4166666666667	165	987.833333333333	619.166666666667	936.833333333333	NA	NA	NA	NA	5.56532626426426	5.35059429844961
S143DCM	29.827575	-79.6863208333333	40.1666666666667	40.1340666666667	24.8285426666667	54.5455549	36.2212263333333	24.8199028333333	24.3193623333333	194.379546666667	0.584430133333333	0.043894	0.1476143	0.000232966666666667	0.000494866666666667	0.00215386666666667	1.698639	0.1325897	0.0485337333333333	NA	0.506352133333333	0.49	0	365	627.033333333333	21.5383235	0.991831833333333	25.29147423125	0.9639504295	NA	0.162824902310968	NA	0.231409977252285	56.4676112651825	5.9757193457699e-05	1.083333	0.0415856083333333	0.000699473422476634	0.0206892924693724	70.9665088335673	87.8666666666667	110.85	19.5583333333333	123.125	14.1916666666667	586.7	383.833333333333	0.04	0	0.1	1.23	2.39183944444444	2.39183944444444
S143MES	29.8556	-79.6493	300.1	300.10177	17.900902	47.6272857	36.453189	17.848601	26.421425	153.49967	8.8753713	-0.00216	0	0.00018	0.0001271	0.0018	2.297033	0.093942	0.008353	NA	0	0.37	0	365	628	23.009134	0.37842	24.280918	0.9639504295	NA	0.145127415657043	NA	0.204827792942524	53.497709274292	0.000120551860163687	1.083333	0.039504	0.00104480155277997	0.0167665537446737	76.4653549194336	70	81	72	138	31	518	165	0.01	0.6	11.3	4.01	1.34370733333333	1.34370733333333
S143SUR	29.6830909090909	-79.5883909090909	4.96212121212121	6.45175	24.812165	54.510184	36.21913	24.81061	24.32047	194.6794	0.492301	0.03528	0.125361	0.000231	0.000481	0.002139	1.716812	0.132372	0.048317	NA	11.3788118257576	0.49	0	365	627.848484848485	20.91998725	1.03433648854962	25.1741954375	0.9639504295	NA	0.162255441826401	NA	0.241534856345617	61.7024491483515	5.60115273181123e-05	1.083333	0.0413691439393939	0.000576555589787224	0.0222748123448004	71.1535950285016	82.030534351145	107.87786259542	24.8473282442748	121.015267175573	15.6259541984733	590.167938931298	440.75572519084	0.02	0.01	0.1	1.26	1.54488743304843	1.71773478231293
